FOLIO_I,FOLIO_INT,id_tortillas,tortillas,pa1_t,pa4_t,maquina2,completa,ponde_f,estrato,est_sel,upm,region,x_region
10005117,10005117_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,21128.5521367153,3,103,1000500014982,4,5
10005117,10005117_04,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ339,1,21128.5521367153,3,103,1000500014982,4,5
10005117,10005117_04,161,Tortillas de harina de trigo,1,1,MQ339,1,21128.5521367153,3,103,1000500014982,4,5
10005118,10005118_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,21041.4372578493,3,103,1000500014982,4,5
10005118,10005118_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,21041.4372578493,3,103,1000500014982,4,5
10005118,10005118_01,160,Tortillas de maiz de masa (comprada) o de tortillería,4,4,MQ339,1,21041.4372578493,3,103,1000500014982,4,5
10005118,10005118_01,161,Tortillas de harina de trigo,1,2,MQ339,1,21041.4372578493,3,103,1000500014982,4,5
10005147,10005147_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,33032.9513496807,3,103,1000500015745,4,5
10005147,10005147_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,33032.9513496807,3,103,1000500015745,4,5
10005147,10005147_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ342,1,33032.9513496807,3,103,1000500015745,4,5
10005147,10005147_02,161,Tortillas de harina de trigo,2,2,MQ342,1,33032.9513496807,3,103,1000500015745,4,5
10005151,10005151_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,46333.3378485604,3,103,1000500015745,4,5
10005151,10005151_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,46333.3378485604,3,103,1000500015745,4,5
10005151,10005151_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ341,1,46333.3378485604,3,103,1000500015745,4,5
10005151,10005151_02,161,Tortillas de harina de trigo,9, ,MQ341,1,46333.3378485604,3,103,1000500015745,4,5
10005152,10005152_02,158,Tortillas de maiz de nixtamal (hecho en casa),7,9,MQ341,1,48880.6129569727,3,103,1000500015745,4,5
10005152,10005152_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,48880.6129569727,3,103,1000500015745,4,5
10005152,10005152_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ341,1,48880.6129569727,3,103,1000500015745,4,5
10005152,10005152_02,161,Tortillas de harina de trigo,9, ,MQ341,1,48880.6129569727,3,103,1000500015745,4,5
10005155,10005155_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,67438.1516954677,1,101,1000500003185,4,5
10005155,10005155_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,67438.1516954677,1,101,1000500003185,4,5
10005155,10005155_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ339,1,67438.1516954677,1,101,1000500003185,4,5
10005155,10005155_02,161,Tortillas de harina de trigo,9, ,MQ339,1,67438.1516954677,1,101,1000500003185,4,5
10005159,10005159_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,23312.2679744363,1,101,1000500003185,4,5
10005159,10005159_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),7,5,MQ342,1,23312.2679744363,1,101,1000500003185,4,5
10005159,10005159_03,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,MQ342,1,23312.2679744363,1,101,1000500003185,4,5
10005159,10005159_03,161,Tortillas de harina de trigo,9, ,MQ342,1,23312.2679744363,1,101,1000500003185,4,5
10005160,10005160_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,7770.75599147879,1,101,1000500003185,4,5
10005160,10005160_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,7770.75599147879,1,101,1000500003185,4,5
10005160,10005160_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ342,1,7770.75599147879,1,101,1000500003185,4,5
10005160,10005160_02,161,Tortillas de harina de trigo,9, ,MQ342,1,7770.75599147879,1,101,1000500003185,4,5
10005164,10005164_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,11692.9128783801,1,101,1000500003185,4,5
10005164,10005164_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,11692.9128783801,1,101,1000500003185,4,5
10005164,10005164_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ342,1,11692.9128783801,1,101,1000500003185,4,5
10005164,10005164_01,161,Tortillas de harina de trigo,9, ,MQ342,1,11692.9128783801,1,101,1000500003185,4,5
10005166,10005166_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,24262.4245747192,1,101,1000500003185,4,5
10005166,10005166_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,24262.4245747192,1,101,1000500003185,4,5
10005166,10005166_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,25,MQ339,1,24262.4245747192,1,101,1000500003185,4,5
10005166,10005166_01,161,Tortillas de harina de trigo,7,4,MQ339,1,24262.4245747192,1,101,1000500003185,4,5
10005169,10005169_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,28323.8265628639,1,101,1000500003185,4,5
10005169,10005169_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,28323.8265628639,1,101,1000500003185,4,5
10005169,10005169_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ339,1,28323.8265628639,1,101,1000500003185,4,5
10005169,10005169_01,161,Tortillas de harina de trigo,9, ,MQ339,1,28323.8265628639,1,101,1000500003185,4,5
10007010,10007010_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,48406.5885476725,3,103,1000700010541,4,5
10007010,10007010_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,48406.5885476725,3,103,1000700010541,4,5
10007010,10007010_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ339,1,48406.5885476725,3,103,1000700010541,4,5
10007010,10007010_02,161,Tortillas de harina de trigo,9, ,MQ339,1,48406.5885476725,3,103,1000700010541,4,5
10007012,10007012_05,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,61313.952839953,3,103,1000700010541,4,5
10007012,10007012_05,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,61313.952839953,3,103,1000700010541,4,5
10007012,10007012_05,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ339,1,61313.952839953,3,103,1000700010541,4,5
10007012,10007012_05,161,Tortillas de harina de trigo,9, ,MQ339,1,61313.952839953,3,103,1000700010541,4,5
10007016,10007016_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,14521.9765643017,3,103,1000700010541,4,5
10007016,10007016_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,14521.9765643017,3,103,1000700010541,4,5
10007016,10007016_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ339,1,14521.9765643017,3,103,1000700010541,4,5
10007016,10007016_01,161,Tortillas de harina de trigo,9, ,MQ339,1,14521.9765643017,3,103,1000700010541,4,5
10007017,10007017_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,29043.9531286035,3,103,1000700010541,4,5
10007017,10007017_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,29043.9531286035,3,103,1000700010541,4,5
10007017,10007017_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ339,1,29043.9531286035,3,103,1000700010541,4,5
10007017,10007017_01,161,Tortillas de harina de trigo,1,1,MQ339,1,29043.9531286035,3,103,1000700010541,4,5
10007023,10007023_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,45985.4646299647,3,103,1000700010541,4,5
10007023,10007023_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,45985.4646299647,3,103,1000700010541,4,5
10007023,10007023_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ341,1,45985.4646299647,3,103,1000700010541,4,5
10007023,10007023_03,161,Tortillas de harina de trigo,9, ,MQ341,1,45985.4646299647,3,103,1000700010541,4,5
10007051,10007051_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,79186.5929902958,3,103,100070001179A,4,5
10007051,10007051_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,79186.5929902958,3,103,100070001179A,4,5
10007051,10007051_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ341,1,79186.5929902958,3,103,100070001179A,4,5
10007051,10007051_02,161,Tortillas de harina de trigo,9, ,MQ341,1,79186.5929902958,3,103,100070001179A,4,5
10012002,10012002_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,18077.3903202484,1,101,1001200000838,4,5
10012002,10012002_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),1,4,MQ341,1,18077.3903202484,1,101,1001200000838,4,5
10012002,10012002_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ341,1,18077.3903202484,1,101,1001200000838,4,5
10012002,10012002_03,161,Tortillas de harina de trigo,9, ,MQ341,1,18077.3903202484,1,101,1001200000838,4,5
10012007,10012007_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,11088.3081389476,1,101,1001200000838,4,5
10012007,10012007_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,11088.3081389476,1,101,1001200000838,4,5
10012007,10012007_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,9,MQ341,1,11088.3081389476,1,101,1001200000838,4,5
10012007,10012007_02,161,Tortillas de harina de trigo,9, ,MQ341,1,11088.3081389476,1,101,1001200000838,4,5
10012014,10012014_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,8319.14390202501,1,101,1001200000838,4,5
10012014,10012014_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,8319.14390202501,1,101,1001200000838,4,5
10012014,10012014_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ339,1,8319.14390202501,1,101,1001200000838,4,5
10012014,10012014_03,161,Tortillas de harina de trigo,9, ,MQ339,1,8319.14390202501,1,101,1001200000838,4,5
10012016,10012016_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,4533.63400154852,1,101,1001200000838,4,5
10012016,10012016_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,4533.63400154852,1,101,1001200000838,4,5
10012016,10012016_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ339,1,4533.63400154852,1,101,1001200000838,4,5
10012016,10012016_01,161,Tortillas de harina de trigo,9, ,MQ339,1,4533.63400154852,1,101,1001200000838,4,5
10012018,10012018_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,11421.9887136994,1,101,1001200000838,4,5
10012018,10012018_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,11421.9887136994,1,101,1001200000838,4,5
10012018,10012018_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,12,MQ339,1,11421.9887136994,1,101,1001200000838,4,5
10012018,10012018_03,161,Tortillas de harina de trigo,9, ,MQ339,1,11421.9887136994,1,101,1001200000838,4,5
10012020,10012020_05,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,18077.3903202484,1,101,1001200000838,4,5
10012020,10012020_05,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,18077.3903202484,1,101,1001200000838,4,5
10012020,10012020_05,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ339,1,18077.3903202484,1,101,1001200000838,4,5
10012020,10012020_05,161,Tortillas de harina de trigo,9, ,MQ339,1,18077.3903202484,1,101,1001200000838,4,5
10012023,10012023_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,25431.5493031834,1,101,1001200000838,4,5
10012023,10012023_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,25431.5493031834,1,101,1001200000838,4,5
10012023,10012023_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ341,1,25431.5493031834,1,101,1001200000838,4,5
10012023,10012023_02,161,Tortillas de harina de trigo,9, ,MQ341,1,25431.5493031834,1,101,1001200000838,4,5
10012026,10012026_04,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,10361.7041748065,1,101,1001200000838,4,5
10012026,10012026_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,10361.7041748065,1,101,1001200000838,4,5
10012026,10012026_04,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ341,1,10361.7041748065,1,101,1001200000838,4,5
10012026,10012026_04,161,Tortillas de harina de trigo,9, ,MQ341,1,10361.7041748065,1,101,1001200000838,4,5
10012027,10012027_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,16418.9496870308,1,101,1001200000838,4,5
10012027,10012027_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,16418.9496870308,1,101,1001200000838,4,5
10012027,10012027_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ342,1,16418.9496870308,1,101,1001200000838,4,5
10012027,10012027_03,161,Tortillas de harina de trigo,2,2,MQ342,1,16418.9496870308,1,101,1001200000838,4,5
10012044,10012044_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,19813.7332872515,2,102,100120057122A,4,5
10012044,10012044_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,19813.7332872515,2,102,100120057122A,4,5
10012044,10012044_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ341,1,19813.7332872515,2,102,100120057122A,4,5
10012044,10012044_02,161,Tortillas de harina de trigo,9, ,MQ341,1,19813.7332872515,2,102,100120057122A,4,5
10012050,10012050_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,49229.8392984274,2,102,100120057122A,4,5
10012050,10012050_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,49229.8392984274,2,102,100120057122A,4,5
10012050,10012050_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ339,1,49229.8392984274,2,102,100120057122A,4,5
10012050,10012050_01,161,Tortillas de harina de trigo,9, ,MQ339,1,49229.8392984274,2,102,100120057122A,4,5
10012053,10012053_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,60713.4698466477,2,102,100120057122A,4,5
10012053,10012053_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,60713.4698466477,2,102,100120057122A,4,5
10012053,10012053_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ342,1,60713.4698466477,2,102,100120057122A,4,5
10012053,10012053_02,161,Tortillas de harina de trigo,2,2,MQ342,1,60713.4698466477,2,102,100120057122A,4,5
10012054,10012054_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,87162.2139541523,2,102,100120057122A,4,5
10012054,10012054_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,87162.2139541523,2,102,100120057122A,4,5
10012054,10012054_02,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,MQ342,1,87162.2139541523,2,102,100120057122A,4,5
10012054,10012054_02,161,Tortillas de harina de trigo,3,3,MQ342,1,87162.2139541523,2,102,100120057122A,4,5
10012055,10012055_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,17645.3644020701,2,102,100120057122A,4,5
10012055,10012055_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,17645.3644020701,2,102,100120057122A,4,5
10012055,10012055_01,160,Tortillas de maiz de masa (comprada) o de tortillería,2,2,MQ342,1,17645.3644020701,2,102,100120057122A,4,5
10012055,10012055_01,161,Tortillas de harina de trigo,9, ,MQ342,1,17645.3644020701,2,102,100120057122A,4,5
10012059,10012059_04,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,57075.5557107402,2,102,100120057122A,4,5
10012059,10012059_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,57075.5557107402,2,102,100120057122A,4,5
10012059,10012059_04,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ341,1,57075.5557107402,2,102,100120057122A,4,5
10012059,10012059_04,161,Tortillas de harina de trigo,9, ,MQ341,1,57075.5557107402,2,102,100120057122A,4,5
10021006,10021006_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,13154.1930777588,2,102,1002100010466,4,5
10021006,10021006_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,13154.1930777588,2,102,1002100010466,4,5
10021006,10021006_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,9,MQ341,1,13154.1930777588,2,102,1002100010466,4,5
10021006,10021006_02,161,Tortillas de harina de trigo,9, ,MQ341,1,13154.1930777588,2,102,1002100010466,4,5
10021009,10021009_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ341,1,132027.293551118,2,102,1002100010466,4,5
10021009,10021009_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,132027.293551118,2,102,1002100010466,4,5
10021009,10021009_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ341,1,132027.293551118,2,102,1002100010466,4,5
10021009,10021009_01,161,Tortillas de harina de trigo,9, ,MQ341,1,132027.293551118,2,102,1002100010466,4,5
10021013,10021013_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ339,1,33199.9598193369,2,102,1002100010466,4,5
10021013,10021013_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ339,1,33199.9598193369,2,102,1002100010466,4,5
10021013,10021013_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ339,1,33199.9598193369,2,102,1002100010466,4,5
10021013,10021013_03,161,Tortillas de harina de trigo,9, ,MQ339,1,33199.9598193369,2,102,1002100010466,4,5
10021036,10021036_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,18293.7231973797,2,102,1002100010466,4,5
10021036,10021036_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,18293.7231973797,2,102,1002100010466,4,5
10021036,10021036_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,4,MQ342,1,18293.7231973797,2,102,1002100010466,4,5
10021036,10021036_03,161,Tortillas de harina de trigo,2,2,MQ342,1,18293.7231973797,2,102,1002100010466,4,5
10021038,10021038_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,9146.86159868983,2,102,1002100010466,4,5
10021038,10021038_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,9146.86159868983,2,102,1002100010466,4,5
10021038,10021038_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,3,MQ342,1,9146.86159868983,2,102,1002100010466,4,5
10021038,10021038_03,161,Tortillas de harina de trigo,2,2,MQ342,1,9146.86159868983,2,102,1002100010466,4,5
10022007,10022007_03,158,Tortillas de maiz de nixtamal (hecho en casa),7,1,MQ341,1,31064.4839624424,1,101,1002200000251,4,5
10022007,10022007_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),3,4,MQ341,1,31064.4839624424,1,101,1002200000251,4,5
10022007,10022007_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,5,MQ341,1,31064.4839624424,1,101,1002200000251,4,5
10022007,10022007_03,161,Tortillas de harina de trigo,9, ,MQ341,1,31064.4839624424,1,101,1002200000251,4,5
10022011,10022011_03,158,Tortillas de maiz de nixtamal (hecho en casa),7,3,MQ341,1,32673.7295723714,1,101,1002200000251,4,5
10022011,10022011_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ341,1,32673.7295723714,1,101,1002200000251,4,5
10022011,10022011_03,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,MQ341,1,32673.7295723714,1,101,1002200000251,4,5
10022011,10022011_03,161,Tortillas de harina de trigo,9, ,MQ341,1,32673.7295723714,1,101,1002200000251,4,5
10022013,10022013_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ342,1,32777.0167535264,1,101,1002200000251,4,5
10022013,10022013_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ342,1,32777.0167535264,1,101,1002200000251,4,5
10022013,10022013_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,2,MQ342,1,32777.0167535264,1,101,1002200000251,4,5
10022013,10022013_02,161,Tortillas de harina de trigo,9, ,MQ342,1,32777.0167535264,1,101,1002200000251,4,5
10033001,10033001_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,68934.1756988148,1,101,1003300000240,4,5
10033001,10033001_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,68934.1756988148,1,101,1003300000240,4,5
10033001,10033001_03,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ361,1,68934.1756988148,1,101,1003300000240,4,5
10033001,10033001_03,161,Tortillas de harina de trigo,9, ,MQ361,1,68934.1756988148,1,101,1003300000240,4,5
10033005,10033005_04,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,17471.3986516361,1,101,1003300000240,4,5
10033005,10033005_04,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,17471.3986516361,1,101,1003300000240,4,5
10033005,10033005_04,160,Tortillas de maiz de masa (comprada) o de tortillería,7,7,MQ361,1,17471.3986516361,1,101,1003300000240,4,5
10033005,10033005_04,161,Tortillas de harina de trigo,9, ,MQ361,1,17471.3986516361,1,101,1003300000240,4,5
10033010,10033010_01,158,Tortillas de maiz de nixtamal (hecho en casa),4,3,MQ344,1,10716.6050207336,1,101,1003300000240,4,5
10033010,10033010_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),4,6,MQ344,1,10716.6050207336,1,101,1003300000240,4,5
10033010,10033010_01,160,Tortillas de maiz de masa (comprada) o de tortillería,4,8,MQ344,1,10716.6050207336,1,101,1003300000240,4,5
10033010,10033010_01,161,Tortillas de harina de trigo,9, ,MQ344,1,10716.6050207336,1,101,1003300000240,4,5
10033012,10033012_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,8763.31434775129,1,101,1003300000240,4,5
10033012,10033012_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,8763.31434775129,1,101,1003300000240,4,5
10033012,10033012_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ337,1,8763.31434775129,1,101,1003300000240,4,5
10033012,10033012_01,161,Tortillas de harina de trigo,9, ,MQ337,1,8763.31434775129,1,101,1003300000240,4,5
10033018,10033018_03,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,10895.9215167575,1,101,1003300000240,4,5
10033018,10033018_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,10895.9215167575,1,101,1003300000240,4,5
10033018,10033018_03,160,Tortillas de maiz de masa (comprada) o de tortillería,4,3,MQ337,1,10895.9215167575,1,101,1003300000240,4,5
10033018,10033018_03,161,Tortillas de harina de trigo,9, ,MQ337,1,10895.9215167575,1,101,1003300000240,4,5
10033025,10033025_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,6683.33941433292,1,101,1003300000240,4,5
10033025,10033025_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,6683.33941433292,1,101,1003300000240,4,5
10033025,10033025_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ337,1,6683.33941433292,1,101,1003300000240,4,5
10033025,10033025_02,161,Tortillas de harina de trigo,9, ,MQ337,1,6683.33941433292,1,101,1003300000240,4,5
10033033,10033033_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,75280.0444677788,1,101,1003300000240,4,5
10033033,10033033_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,75280.0444677788,1,101,1003300000240,4,5
10033033,10033033_01,160,Tortillas de maiz de masa (comprada) o de tortillería,7,18,MQ361,1,75280.0444677788,1,101,1003300000240,4,5
10033033,10033033_01,161,Tortillas de harina de trigo,9, ,MQ361,1,75280.0444677788,1,101,1003300000240,4,5
10033033,10033033_09,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,21791.8430335151,1,101,1003300000240,4,5
10033033,10033033_09,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,21791.8430335151,1,101,1003300000240,4,5
10033033,10033033_09,160,Tortillas de maiz de masa (comprada) o de tortillería,2,5,MQ361,1,21791.8430335151,1,101,1003300000240,4,5
10033033,10033033_09,161,Tortillas de harina de trigo,9, ,MQ361,1,21791.8430335151,1,101,1003300000240,4,5
10038001,10038001_03,158,Tortillas de maiz de nixtamal (hecho en casa),4,2,MQ337,1,150287.813579105,2,102,1003800010035,4,5
10038001,10038001_03,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,150287.813579105,2,102,1003800010035,4,5
10038001,10038001_03,160,Tortillas de maiz de masa (comprada) o de tortillería,9, ,MQ337,1,150287.813579105,2,102,1003800010035,4,5
10038001,10038001_03,161,Tortillas de harina de trigo,1,3,MQ337,1,150287.813579105,2,102,1003800010035,4,5
10038004,10038004_01,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,74461.9794748875,2,102,1003800010035,4,5
10038004,10038004_01,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,74461.9794748875,2,102,1003800010035,4,5
10038004,10038004_01,160,Tortillas de maiz de masa (comprada) o de tortillería,2,5,MQ337,1,74461.9794748875,2,102,1003800010035,4,5
10038004,10038004_01,161,Tortillas de harina de trigo,9, ,MQ337,1,74461.9794748875,2,102,1003800010035,4,5
10038007,10038007_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ337,1,35585.701156272,2,102,1003800010035,4,5
10038007,10038007_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ337,1,35585.701156272,2,102,1003800010035,4,5
10038007,10038007_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,6,MQ337,1,35585.701156272,2,102,1003800010035,4,5
10038007,10038007_02,161,Tortillas de harina de trigo,2,2,MQ337,1,35585.701156272,2,102,1003800010035,4,5
10038018,10038018_02,158,Tortillas de maiz de nixtamal (hecho en casa),9, ,MQ361,1,8327.05407056766,2,102,1003800010035,4,5
10038018,10038018_02,159,Tortillas de maiz de harina MASECA o MINSA (hecha en casa),9, ,MQ361,1,8327.05407056766,2,102,1003800010035,4,5
10038018,10038018_02,160,Tortillas de maiz de masa (comprada) o de tortillería,7,10,MQ361,1,8327.05407056766,2,102,1003800010035,4,5
10038018,10038018_02,161,Tortillas de harina de trigo,9, ,MQ361,1,8327.05407056766,2,102,1003800010035,4,5
